Attendance_ID,Employee_ID,Month,Department,Working_Days,Present_Days,Absent_Days,Casual_Leave,Sick_Leave,Earned_Leave,Festival_Holiday_Worked,Late_Days,Scheduled_Hours,Actual_Hours,Overtime_Hours,Max_Daily_Hours,Max_Weekly_Hours,Weekly_Rest_Breach,Leave_Balance,Attendance_Rate,Hours_Compliant
ATT-202602-EMP0067,EMP0067,2026-02-01,Administration,26,23,1,2,0,0,0,0,208,184,0,9.0,65,No,12,88.46,No
ATT-202602-EMP0068,EMP0068,2026-02-01,Information Technology,26,25,1,0,0,0,0,0,208,213,13.3,10.0,48,No,31,96.15,Yes
ATT-202602-EMP0069,EMP0069,2026-02-01,Quality Assurance,26,25,1,0,0,0,0,3,208,200,0,10.0,52,No,28,96.15,Yes
ATT-202602-EMP0070,EMP0070,2026-02-01,Production,26,25,0,1,0,0,0,1,208,200,0,12.0,48,Yes,28,96.15,No
ATT-202602-EMP0071,EMP0071,2026-02-01,Production,26,24,1,1,0,0,0,1,208,204,12.9,10.0,56,No,29,92.31,Yes
ATT-202602-EMP0072,EMP0072,2026-02-01,Information Technology,26,25,1,0,0,0,0,2,208,206,6.2,10.0,56,No,28,96.15,Yes
ATT-202602-EMP0073,EMP0073,2026-02-01,Quality Assurance,26,24,2,0,0,0,0,1,208,192,0,10.0,48,No,12,92.31,Yes
ATT-202602-EMP0074,EMP0074,2026-02-01,Production,26,25,0,0,1,0,0,0,208,220,20.3,10.0,48,Yes,3,96.15,No
ATT-202602-EMP0075,EMP0075,2026-02-01,Information Technology,26,23,3,0,0,0,0,0,208,189,5.5,9.0,56,No,27,88.46,Yes
ATT-202602-EMP0076,EMP0076,2026-02-01,Production,26,25,1,0,0,0,0,5,208,219,19.7,9.0,58,Yes,23,96.15,No
ATT-202602-EMP0077,EMP0077,2026-02-01,Supply Chain,26,19,4,1,0,2,0,1,208,164,12.7,8.0,60,No,12,73.08,Yes
ATT-202602-EMP0078,EMP0078,2026-02-01,Finance & Accounts,26,25,1,0,0,0,0,2,208,203,3.3,10.0,56,No,18,96.15,Yes
ATT-202602-EMP0079,EMP0079,2026-02-01,Maintenance,26,23,1,1,1,0,0,0,208,202,18.5,10.0,52,Yes,31,88.46,No
ATT-202602-EMP0080,EMP0080,2026-02-01,Supply Chain,26,23,3,0,0,0,0,4,208,184,0.4,9.0,48,No,15,88.46,Yes
ATT-202602-EMP0081,EMP0081,2026-02-01,Finance & Accounts,26,23,1,0,1,1,0,0,208,184,0,10.0,62,No,16,88.46,No
ATT-202602-EMP0082,EMP0082,2026-02-01,Sales & Marketing,26,26,0,0,0,0,0,1,208,208,0,8.0,56,No,19,100.0,Yes
ATT-202602-EMP0083,EMP0083,2026-02-01,Information Technology,26,22,4,0,0,0,0,1,208,190,14.5,9.0,58,No,28,84.62,Yes
ATT-202602-EMP0084,EMP0084,2026-02-01,Human Resources,26,26,0,0,0,0,0,3,208,208,0,8.0,60,No,11,100.0,Yes
ATT-202602-EMP0085,EMP0085,2026-02-01,Supply Chain,26,21,0,2,2,1,0,0,208,168,0.3,10.0,60,No,7,80.77,Yes
ATT-202602-EMP0086,EMP0086,2026-02-01,Quality Assurance,26,25,1,0,0,0,1,3,208,225,25.4,9.0,52,No,25,96.15,Yes
ATT-202602-EMP0087,EMP0087,2026-02-01,Sales & Marketing,26,24,1,1,0,0,0,1,208,196,4.9,10.0,48,No,17,92.31,Yes
ATT-202602-EMP0088,EMP0088,2026-02-01,Human Resources,26,24,0,1,0,1,0,2,208,194,2.7,9.0,60,No,25,92.31,Yes
ATT-202602-EMP0089,EMP0089,2026-02-01,Finance & Accounts,26,21,4,1,0,0,0,0,208,188,20.4,8.0,52,No,31,80.77,Yes
ATT-202602-EMP0090,EMP0090,2026-02-01,Production,26,26,0,0,0,0,0,1,208,240,32.3,10.0,52,No,32,100.0,Yes
ATT-202602-EMP0091,EMP0091,2026-02-01,Quality Assurance,26,23,3,0,0,0,0,0,208,207,23.7,9.0,56,No,33,88.46,Yes
ATT-202602-EMP0092,EMP0092,2026-02-01,Quality Assurance,26,25,0,1,0,0,0,3,208,219,19.8,9.0,58,No,23,96.15,Yes
ATT-202602-EMP0093,EMP0093,2026-02-01,Finance & Accounts,26,25,0,1,0,0,0,0,208,215,15.0,10.0,48,No,29,96.15,Yes
ATT-202602-EMP0094,EMP0094,2026-02-01,Human Resources,26,25,1,0,0,0,0,4,208,200,0.9,9.0,52,Yes,35,96.15,No
ATT-202602-EMP0095,EMP0095,2026-02-01,Production,26,24,0,0,2,0,0,2,208,203,11.9,9.0,52,No,27,92.31,Yes
ATT-202602-EMP0096,EMP0096,2026-02-01,Administration,26,26,0,0,0,0,0,0,208,216,8.4,9.0,56,No,22,100.0,Yes
ATT-202602-EMP0097,EMP0097,2026-02-01,Finance & Accounts,26,22,4,0,0,0,0,4,208,182,6.8,8.0,52,No,10,84.62,Yes
ATT-202602-EMP0098,EMP0098,2026-02-01,Quality Assurance,26,20,3,2,0,1,0,1,208,164,4.3,10.5,58,No,10,76.92,No
ATT-202602-EMP0099,EMP0099,2026-02-01,Information Technology,26,25,1,0,0,0,0,0,208,201,1.9,8.0,60,No,22,96.15,Yes
ATT-202602-EMP0100,EMP0100,2026-02-01,Information Technology,26,21,4,0,1,0,0,0,208,168,0,9.0,60,No,35,80.77,Yes
ATT-202602-EMP0101,EMP0101,2026-02-01,Administration,26,24,0,1,1,0,0,0,208,192,0,9.0,52,No,29,92.31,Yes
ATT-202602-EMP0102,EMP0102,2026-02-01,Finance & Accounts,26,24,0,0,2,0,0,0,208,192,0.8,11.0,56,No,29,92.31,No
ATT-202602-EMP0103,EMP0103,2026-02-01,Administration,26,25,0,0,1,0,0,2,208,200,0,10.0,56,No,17,96.15,Yes
ATT-202602-EMP0104,EMP0104,2026-02-01,Information Technology,26,24,1,0,0,1,0,2,208,192,0,9.0,52,No,15,92.31,Yes
ATT-202602-EMP0105,EMP0105,2026-02-01,Administration,26,24,1,1,0,0,0,2,208,196,4.5,9.0,60,No,34,92.31,Yes
ATT-202602-EMP0106,EMP0106,2026-02-01,Human Resources,26,22,3,1,0,0,0,1,208,179,3.3,8.0,56,No,27,84.62,Yes
ATT-202602-EMP0107,EMP0107,2026-02-01,Supply Chain,26,25,1,0,0,0,0,0,208,206,6.7,9.0,48,No,2,96.15,Yes
ATT-202602-EMP0108,EMP0108,2026-02-01,Production,26,26,0,0,0,0,0,0,208,227,19.7,8.0,48,No,16,100.0,Yes
ATT-202602-EMP0109,EMP0109,2026-02-01,Quality Assurance,26,24,0,1,0,1,0,1,208,192,0.1,11.0,58,No,30,92.31,No
ATT-202602-EMP0110,EMP0110,2026-02-01,Sales & Marketing,26,25,0,0,1,0,0,1,208,202,2.2,8.0,52,No,33,96.15,Yes
ATT-202602-EMP0111,EMP0111,2026-02-01,Human Resources,26,25,0,0,1,0,0,2,208,205,5.7,9.0,62,No,24,96.15,No
ATT-202602-EMP0112,EMP0112,2026-02-01,Production,26,25,0,1,0,0,0,1,208,214,14.4,9.0,56,No,23,96.15,Yes
ATT-202602-EMP0113,EMP0113,2026-02-01,Maintenance,26,26,0,0,0,0,0,1,208,223,15.6,9.0,60,No,34,100.0,Yes
ATT-202602-EMP0114,EMP0114,2026-02-01,Finance & Accounts,19,19,0,0,0,0,0,0,156,158,6.8,8.0,48,No,19,100.0,Yes
ATT-202602-EMP0115,EMP0115,2026-02-01,Production,26,23,3,0,0,0,0,5,208,201,17.7,9.0,48,Yes,35,88.46,No
ATT-202602-EMP0116,EMP0116,2026-02-01,Production,26,23,2,1,0,0,0,1,208,203,19.9,8.0,48,No,10,88.46,Yes
ATT-202602-EMP0118,EMP0118,2026-02-01,Supply Chain,26,25,1,0,0,0,0,0,208,202,2.2,11.0,48,No,5,96.15,No
ATT-202602-EMP0119,EMP0119,2026-02-01,Human Resources,16,13,1,0,0,2,0,1,133,107,3.6,9.0,52,No,33,81.25,Yes
ATT-202602-EMP0120,EMP0120,2026-02-01,Production,26,22,2,0,2,0,0,1,208,193,17.8,10.0,65,No,34,84.62,No
ATT-202603-EMP0001,EMP0001,2026-03-01,Quality Assurance,26,26,0,0,0,0,0,3,208,214,6.5,9.0,60,No,12,100.0,Yes
ATT-202603-EMP0002,EMP0002,2026-03-01,Maintenance,26,22,1,1,0,2,0,4,208,194,18.9,10.0,65,No,22,84.62,No
ATT-202603-EMP0003,EMP0003,2026-03-01,Production,26,26,0,0,0,0,0,0,208,210,2.8,8.0,62,No,8,100.0,No
ATT-202603-EMP0004,EMP0004,2026-03-01,Supply Chain,26,24,1,1,0,0,0,3,208,192,0,10.5,58,No,35,92.31,No
ATT-202603-EMP0005,EMP0005,2026-03-01,Human Resources,26,26,0,0,0,0,0,2,208,219,11.3,10.0,60,No,28,100.0,Yes
ATT-202603-EMP0006,EMP0006,2026-03-01,Production,26,23,2,0,0,1,0,0,208,187,3.8,10.0,52,No,4,88.46,Yes
ATT-202603-EMP0007,EMP0007,2026-03-01,Production,26,24,0,0,0,2,0,1,208,207,15.7,12.0,62,No,29,92.31,No
ATT-202603-EMP0008,EMP0008,2026-03-01,Sales & Marketing,26,22,2,1,1,0,0,1,208,192,16.6,9.0,56,No,5,84.62,Yes
ATT-202603-EMP0009,EMP0009,2026-03-01,Information Technology,26,22,1,2,0,1,0,1,208,187,11.8,9.0,62,No,5,84.62,No
ATT-202603-EMP0010,EMP0010,2026-03-01,Sales & Marketing,26,24,0,2,0,0,0,3,208,202,10.0,10.0,52,No,26,92.31,Yes
ATT-202603-EMP0011,EMP0011,2026-03-01,Human Resources,26,25,1,0,0,0,0,1,208,207,7.9,12.0,52,No,31,96.15,No
ATT-202603-EMP0012,EMP0012,2026-03-01,Quality Assurance,26,23,2,1,0,0,0,1,208,184,0,10.0,48,No,30,88.46,Yes
ATT-202603-EMP0013,EMP0013,2026-03-01,Maintenance,26,23,0,2,1,0,0,0,208,184,0,8.0,52,Yes,6,88.46,No
ATT-202603-EMP0014,EMP0014,2026-03-01,Maintenance,26,22,3,0,1,0,0,3,208,192,16.4,9.0,56,No,26,84.62,Yes
ATT-202603-EMP0015,EMP0015,2026-03-01,Maintenance,26,22,3,0,1,0,0,1,208,196,20.8,9.0,56,No,18,84.62,Yes
ATT-202603-EMP0016,EMP0016,2026-03-01,Finance & Accounts,26,23,2,0,0,1,0,3,208,194,10.7,10.5,60,No,15,88.46,No
ATT-202603-EMP0017,EMP0017,2026-03-01,Production,26,24,0,0,0,2,0,1,208,205,13.3,8.0,52,No,23,92.31,Yes
ATT-202603-EMP0018,EMP0018,2026-03-01,Administration,26,25,0,1,0,0,0,2,208,203,3.5,10.0,60,No,2,96.15,Yes
ATT-202603-EMP0019,EMP0019,2026-03-01,Maintenance,26,23,1,0,1,1,0,3,208,192,8.0,8.0,48,No,16,88.46,Yes
ATT-202603-EMP0020,EMP0020,2026-03-01,Sales & Marketing,26,23,0,1,0,2,0,3,208,193,9.4,10.0,48,Yes,34,88.46,No
ATT-202603-EMP0021,EMP0021,2026-03-01,Quality Assurance,26,24,0,0,1,1,0,2,208,199,7.8,10.0,56,No,2,92.31,Yes
ATT-202603-EMP0022,EMP0022,2026-03-01,Sales & Marketing,26,26,0,0,0,0,0,2,208,223,15.3,11.0,52,No,12,100.0,No
ATT-202603-EMP0023,EMP0023,2026-03-01,Quality Assurance,26,23,2,0,0,1,0,3,208,195,11.6,10.0,48,No,25,88.46,Yes
ATT-202603-EMP0024,EMP0024,2026-03-01,Supply Chain,26,26,0,0,0,0,0,2,208,208,0,10.0,52,Yes,18,100.0,No
ATT-202603-EMP0025,EMP0025,2026-03-01,Supply Chain,26,25,1,0,0,0,0,0,208,226,26.1,10.0,52,No,11,96.15,Yes
ATT-202603-EMP0026,EMP0026,2026-03-01,Administration,26,25,0,1,0,0,0,1,208,218,18.9,9.0,52,No,15,96.15,Yes
ATT-202603-EMP0027,EMP0027,2026-03-01,Production,26,25,0,1,0,0,0,0,208,210,10.6,10.5,56,Yes,8,96.15,No
ATT-202603-EMP0028,EMP0028,2026-03-01,Production,26,25,1,0,0,0,0,4,208,214,14.4,10.5,48,No,17,96.15,No
ATT-202603-EMP0029,EMP0029,2026-03-01,Information Technology,26,26,0,0,0,0,0,0,208,212,4.1,8.0,56,No,30,100.0,Yes
ATT-202603-EMP0030,EMP0030,2026-03-01,Information Technology,26,24,2,0,0,0,0,2,208,192,0,10.0,56,No,24,92.31,Yes
ATT-202603-EMP0031,EMP0031,2026-03-01,Administration,26,24,0,1,1,0,0,2,208,192,0,10.0,52,No,33,92.31,Yes
ATT-202603-EMP0032,EMP0032,2026-03-01,Production,26,26,0,0,0,0,1,1,208,227,19.3,11.0,48,No,22,100.0,No
ATT-202603-EMP0033,EMP0033,2026-03-01,Sales & Marketing,26,23,2,0,1,0,0,0,208,207,23.0,10.0,52,No,8,88.46,Yes
ATT-202603-EMP0034,EMP0034,2026-03-01,Production,26,25,0,0,0,1,1,3,208,220,20.4,10.0,48,No,7,96.15,Yes
ATT-202603-EMP0035,EMP0035,2026-03-01,Production,26,21,0,2,0,3,0,1,208,176,8.9,9.0,48,No,16,80.77,Yes
ATT-202603-EMP0036,EMP0036,2026-03-01,Administration,26,25,0,0,0,1,0,5,208,219,19.0,8.0,65,No,10,96.15,No
ATT-202603-EMP0037,EMP0037,2026-03-01,Production,26,25,0,0,0,1,0,0,208,229,29.1,10.0,52,No,9,96.15,Yes
ATT-202603-EMP0038,EMP0038,2026-03-01,Human Resources,26,22,0,2,0,2,0,0,208,182,6.1,11.0,56,No,9,84.62,No
ATT-202603-EMP0039,EMP0039,2026-03-01,Administration,26,24,2,0,0,0,0,4,208,193,1.7,9.0,58,No,23,92.31,Yes
ATT-202603-EMP0040,EMP0040,2026-03-01,Sales & Marketing,26,23,1,0,0,2,0,0,208,205,21.8,9.0,60,No,2,88.46,Yes
ATT-202603-EMP0041,EMP0041,2026-03-01,Human Resources,26,23,1,1,1,0,0,2,208,193,9.8,9.0,52,No,29,88.46,Yes
ATT-202603-EMP0042,EMP0042,2026-03-01,Information Technology,26,26,0,0,0,0,0,1,208,214,6.5,10.0,62,No,5,100.0,No
ATT-202603-EMP0043,EMP0043,2026-03-01,Sales & Marketing,26,26,0,0,0,0,0,0,208,214,6.7,10.0,48,No,13,100.0,Yes
ATT-202603-EMP0044,EMP0044,2026-03-01,Sales & Marketing,26,24,0,0,2,0,0,2,208,207,15.8,8.0,48,No,2,92.31,Yes
ATT-202603-EMP0045,EMP0045,2026-03-01,Production,26,21,4,1,0,0,0,5,208,173,5.5,9.0,56,No,3,80.77,Yes
ATT-202603-EMP0046,EMP0046,2026-03-01,Production,26,25,0,1,0,0,0,1,208,209,9.6,10.0,52,No,4,96.15,Yes
ATT-202603-EMP0047,EMP0047,2026-03-01,Quality Assurance,26,25,1,0,0,0,0,1,208,214,14.8,8.0,52,No,6,96.15,Yes
ATT-202603-EMP0048,EMP0048,2026-03-01,Finance & Accounts,26,24,1,0,1,0,0,5,208,203,11.5,8.0,48,No,14,92.31,Yes
ATT-202603-EMP0049,EMP0049,2026-03-01,Supply Chain,26,25,0,1,0,0,0,0,208,202,2.5,12.0,60,No,14,96.15,No
ATT-202603-EMP0050,EMP0050,2026-03-01,Production,26,24,1,0,1,0,0,3,208,203,11.5,10.0,48,No,5,92.31,Yes
ATT-202603-EMP0051,EMP0051,2026-03-01,Sales & Marketing,26,24,1,0,0,1,0,4,208,192,0,10.5,48,No,34,92.31,No
ATT-202603-EMP0052,EMP0052,2026-03-01,Information Technology,26,25,1,0,0,0,0,1,208,208,8.9,10.0,48,No,29,96.15,Yes
ATT-202603-EMP0053,EMP0053,2026-03-01,Production,26,21,3,2,0,0,0,1,208,185,17.7,9.0,58,No,12,80.77,Yes
ATT-202603-EMP0054,EMP0054,2026-03-01,Administration,26,22,2,1,0,1,0,1,208,185,9.7,10.0,56,No,23,84.62,Yes
ATT-202603-EMP0055,EMP0055,2026-03-01,Human Resources,26,26,0,0,0,0,0,4,208,223,15.2,10.5,52,No,5,100.0,No
ATT-202603-EMP0056,EMP0056,2026-03-01,Finance & Accounts,26,21,3,1,0,1,0,5,208,170,2.5,10.0,48,No,4,80.77,Yes
ATT-202603-EMP0057,EMP0057,2026-03-01,Administration,26,26,0,0,0,0,0,1,208,208,0,8.0,56,No,16,100.0,Yes
ATT-202603-EMP0058,EMP0058,2026-03-01,Supply Chain,26,22,2,2,0,0,0,0,208,182,6.3,10.0,48,No,30,84.62,Yes
ATT-202603-EMP0059,EMP0059,2026-03-01,Production,26,24,2,0,0,0,0,2,208,218,26.9,9.0,60,No,7,92.31,Yes
ATT-202603-EMP0060,EMP0060,2026-03-01,Production,26,26,0,0,0,0,0,1,208,208,0.3,12.0,52,No,31,100.0,No
ATT-202603-EMP0061,EMP0061,2026-03-01,Production,26,24,1,0,1,0,1,4,208,213,21.4,9.0,48,No,25,92.31,Yes
ATT-202603-EMP0062,EMP0062,2026-03-01,Human Resources,26,22,4,0,0,0,0,2,208,177,1.4,9.0,48,No,32,84.62,Yes
ATT-202603-EMP0063,EMP0063,2026-03-01,Supply Chain,26,23,3,0,0,0,0,2,208,186,2.5,9.0,60,No,35,88.46,Yes
ATT-202603-EMP0064,EMP0064,2026-03-01,Maintenance,26,25,1,0,0,0,0,2,208,214,14.9,9.0,56,No,20,96.15,Yes
ATT-202603-EMP0065,EMP0065,2026-03-01,Maintenance,26,24,2,0,0,0,1,2,208,202,10.1,10.0,52,No,32,92.31,Yes
ATT-202603-EMP0066,EMP0066,2026-03-01,Finance & Accounts,26,24,0,1,0,1,0,1,208,200,8.1,8.0,48,No,35,92.31,Yes
ATT-202603-EMP0067,EMP0067,2026-03-01,Administration,26,25,1,0,0,0,0,1,208,219,19.0,9.0,58,No,8,96.15,Yes
ATT-202603-EMP0068,EMP0068,2026-03-01,Information Technology,26,22,3,0,1,0,0,0,208,178,2.6,8.0,62,No,25,84.62,No
ATT-202603-EMP0069,EMP0069,2026-03-01,Quality Assurance,26,24,0,0,1,1,0,1,208,197,5.1,10.0,48,No,26,92.31,Yes
ATT-202603-EMP0070,EMP0070,2026-03-01,Production,26,21,4,0,0,1,0,3,208,173,5.5,9.0,56,No,23,80.77,Yes
ATT-202603-EMP0071,EMP0071,2026-03-01,Production,26,22,0,0,2,2,0,3,208,178,2.9,10.0,52,No,26,84.62,Yes
ATT-202603-EMP0072,EMP0072,2026-03-01,Information Technology,26,25,1,0,0,0,0,3,208,202,2.8,8.0,58,No,12,96.15,Yes
ATT-202603-EMP0073,EMP0073,2026-03-01,Quality Assurance,26,25,0,0,0,1,0,0,208,200,0,10.0,60,No,11,96.15,Yes
ATT-202603-EMP0074,EMP0074,2026-03-01,Production,26,19,3,2,1,1,0,1,208,162,10.4,8.0,56,No,9,73.08,Yes
ATT-202603-EMP0075,EMP0075,2026-03-01,Information Technology,26,22,3,0,0,1,0,0,208,180,4.4,10.0,58,No,14,84.62,Yes
ATT-202603-EMP0076,EMP0076,2026-03-01,Production,26,26,0,0,0,0,0,1,208,208,0,9.0,48,Yes,12,100.0,No
ATT-202603-EMP0077,EMP0077,2026-03-01,Supply Chain,26,25,1,0,0,0,0,1,208,203,3.9,10.5,52,No,27,96.15,No
ATT-202603-EMP0078,EMP0078,2026-03-01,Finance & Accounts,26,26,0,0,0,0,0,4,208,214,6.5,9.0,56,No,14,100.0,Yes
ATT-202603-EMP0079,EMP0079,2026-03-01,Maintenance,26,24,1,0,0,1,0,3,208,213,21.2,10.0,56,No,34,92.31,Yes
ATT-202603-EMP0080,EMP0080,2026-03-01,Supply Chain,26,22,3,0,0,1,0,1,208,179,3.9,8.0,62,No,26,84.62,No
ATT-202603-EMP0081,EMP0081,2026-03-01,Finance & Accounts,26,26,0,0,0,0,0,1,208,228,20.3,9.0,56,Yes,13,100.0,No
ATT-202603-EMP0082,EMP0082,2026-03-01,Sales & Marketing,26,25,0,1,0,0,0,0,208,201,1.8,10.0,52,No,16,96.15,Yes
ATT-202603-EMP0083,EMP0083,2026-03-01,Information Technology,26,24,1,0,1,0,0,4,208,198,6.7,8.0,52,No,15,92.31,Yes
ATT-202603-EMP0084,EMP0084,2026-03-01,Human Resources,26,25,0,0,1,0,0,2,208,204,4.7,9.0,56,No,8,96.15,Yes
ATT-202603-EMP0085,EMP0085,2026-03-01,Supply Chain,26,26,0,0,0,0,0,3,208,210,2.5,8.0,48,No,21,100.0,Yes
ATT-202603-EMP0086,EMP0086,2026-03-01,Quality Assurance,26,26,0,0,0,0,0,0,208,219,11.3,10.0,62,Yes,4,100.0,No
ATT-202603-EMP0087,EMP0087,2026-03-01,Sales & Marketing,26,22,4,0,0,0,0,1,208,192,16.3,10.0,56,Yes,9,84.62,No
ATT-202603-EMP0088,EMP0088,2026-03-01,Human Resources,26,24,1,0,1,0,0,3,208,192,0,8.0,56,No,35,92.31,Yes
ATT-202603-EMP0089,EMP0089,2026-03-01,Finance & Accounts,26,24,0,0,2,0,0,2,208,192,0.1,9.0,48,No,6,92.31,Yes
ATT-202603-EMP0090,EMP0090,2026-03-01,Production,26,25,0,1,0,0,0,0,208,201,1.0,9.0,65,No,35,96.15,No
ATT-202603-EMP0091,EMP0091,2026-03-01,Quality Assurance,26,23,1,1,0,1,0,1,208,191,7.5,10.0,56,Yes,31,88.46,No
ATT-202603-EMP0092,EMP0092,2026-03-01,Quality Assurance,26,24,0,2,0,0,0,1,208,203,11.2,8.0,56,No,13,92.31,Yes
ATT-202603-EMP0093,EMP0093,2026-03-01,Finance & Accounts,26,25,1,0,0,0,0,5,208,215,15.4,9.0,58,No,8,96.15,Yes
ATT-202603-EMP0094,EMP0094,2026-03-01,Human Resources,26,23,0,1,0,2,0,2,208,184,0,10.0,58,No,16,88.46,Yes
ATT-202603-EMP0095,EMP0095,2026-03-01,Production,26,23,0,2,1,0,0,0,208,195,11.0,10.0,60,No,13,88.46,Yes
ATT-202603-EMP0096,EMP0096,2026-03-01,Administration,26,21,1,2,0,2,0,0,208,176,8.9,11.0,48,No,6,80.77,No
ATT-202603-EMP0097,EMP0097,2026-03-01,Finance & Accounts,26,25,1,0,0,0,0,3,208,215,15.7,9.0,48,No,30,96.15,Yes
ATT-202603-EMP0098,EMP0098,2026-03-01,Quality Assurance,26,21,3,1,1,0,0,4,208,184,16.4,9.0,58,No,24,80.77,Yes
ATT-202603-EMP0099,EMP0099,2026-03-01,Information Technology,26,24,1,0,0,1,0,0,208,193,1.7,10.0,56,No,26,92.31,Yes
ATT-202603-EMP0100,EMP0100,2026-03-01,Information Technology,26,23,3,0,0,0,0,3,208,185,1.5,11.0,48,No,17,88.46,No
ATT-202603-EMP0101,EMP0101,2026-03-01,Administration,26,26,0,0,0,0,0,0,208,208,0,8.0,60,No,26,100.0,Yes
ATT-202603-EMP0102,EMP0102,2026-03-01,Finance & Accounts,26,24,2,0,0,0,0,3,208,203,11.6,10.0,48,No,25,92.31,Yes
ATT-202603-EMP0103,EMP0103,2026-03-01,Administration,26,22,4,0,0,0,0,1,208,186,10.3,12.0,65,No,35,84.62,No
ATT-202603-EMP0104,EMP0104,2026-03-01,Information Technology,26,26,0,0,0,0,0,2,208,208,0,9.0,48,No,10,100.0,Yes
ATT-202603-EMP0105,EMP0105,2026-03-01,Administration,26,26,0,0,0,0,0,2,208,221,13.2,8.0,56,No,24,100.0,Yes
ATT-202603-EMP0106,EMP0106,2026-03-01,Human Resources,26,26,0,0,0,0,0,0,208,212,4.0,9.0,48,No,6,100.0,Yes
ATT-202603-EMP0107,EMP0107,2026-03-01,Supply Chain,26,23,2,0,0,1,0,2,208,195,11.8,10.5,52,No,32,88.46,No
ATT-202603-EMP0108,EMP0108,2026-03-01,Production,26,25,0,0,0,1,0,0,208,213,13.5,8.0,48,No,13,96.15,Yes
ATT-202603-EMP0109,EMP0109,2026-03-01,Quality Assurance,26,23,2,1,0,0,0,0,208,186,2.3,8.0,56,No,26,88.46,Yes
ATT-202603-EMP0110,EMP0110,2026-03-01,Sales & Marketing,26,26,0,0,0,0,0,3,208,223,15.1,10.0,56,No,12,100.0,Yes
ATT-202603-EMP0111,EMP0111,2026-03-01,Human Resources,26,24,1,0,0,1,0,1,208,211,19.9,10.0,52,No,34,92.31,Yes
ATT-202603-EMP0112,EMP0112,2026-03-01,Production,26,23,0,1,1,1,0,1,208,213,29.5,9.0,48,No,23,88.46,Yes
ATT-202603-EMP0113,EMP0113,2026-03-01,Maintenance,26,23,1,1,1,0,0,1,208,195,11.4,8.0,56,No,26,88.46,Yes
ATT-202603-EMP0115,EMP0115,2026-03-01,Production,9,4,4,0,1,0,0,0,72,51,19.4,8.0,60,No,7,44.44,Yes
ATT-202603-EMP0116,EMP0116,2026-03-01,Production,26,25,1,0,0,0,0,1,208,210,10.1,10.0,62,No,21,96.15,No
ATT-202603-EMP0118,EMP0118,2026-03-01,Supply Chain,26,25,1,0,0,0,0,4,208,205,5.3,10.0,56,No,32,96.15,Yes
ATT-202603-EMP0120,EMP0120,2026-03-01,Production,10,7,2,0,1,0,0,3,87,71,15.6,9.0,52,No,5,70.0,Yes
ATT-202604-EMP0001,EMP0001,2026-04-01,Quality Assurance,26,26,0,0,0,0,1,1,208,209,1.8,10.5,60,No,5,100.0,No
ATT-202604-EMP0002,EMP0002,2026-04-01,Maintenance,26,23,3,0,0,0,0,1,208,197,13.6,9.0,52,No,23,88.46,Yes
ATT-202604-EMP0003,EMP0003,2026-04-01,Production,26,26,0,0,0,0,0,2,208,212,4.4,10.0,58,No,25,100.0,Yes
ATT-202604-EMP0004,EMP0004,2026-04-01,Supply Chain,26,22,3,0,1,0,0,1,208,179,3.0,10.0,52,Yes,35,84.62,No
ATT-202604-EMP0005,EMP0005,2026-04-01,Human Resources,26,24,1,0,1,0,0,3,208,222,30.4,10.0,58,Yes,32,92.31,No
ATT-202604-EMP0006,EMP0006,2026-04-01,Production,26,26,0,0,0,0,0,0,208,208,0,10.0,52,No,17,100.0,Yes
ATT-202604-EMP0007,EMP0007,2026-04-01,Production,26,24,0,0,2,0,0,3,208,203,11.9,12.0,56,No,6,92.31,No
ATT-202604-EMP0008,EMP0008,2026-04-01,Sales & Marketing,26,21,2,0,0,3,0,1,208,177,9.4,10.0,48,No,15,80.77,Yes
ATT-202604-EMP0009,EMP0009,2026-04-01,Information Technology,26,25,0,1,0,0,0,1,208,201,1.2,9.0,48,No,25,96.15,Yes
ATT-202604-EMP0010,EMP0010,2026-04-01,Sales & Marketing,26,24,1,1,0,0,0,1,208,192,0,9.0,58,No,22,92.31,Yes
ATT-202604-EMP0011,EMP0011,2026-04-01,Human Resources,26,26,0,0,0,0,0,1,208,215,7.6,9.0,56,Yes,15,100.0,No
ATT-202604-EMP0012,EMP0012,2026-04-01,Quality Assurance,26,25,0,0,1,0,0,0,208,204,4.9,8.0,48,No,5,96.15,Yes
ATT-202604-EMP0013,EMP0013,2026-04-01,Maintenance,26,23,2,1,0,0,0,1,208,188,4.8,10.0,56,No,5,88.46,Yes
ATT-202604-EMP0014,EMP0014,2026-04-01,Maintenance,26,25,1,0,0,0,0,3,208,212,12.3,10.5,56,No,9,96.15,No
ATT-202604-EMP0015,EMP0015,2026-04-01,Maintenance,26,24,2,0,0,0,1,2,208,198,6.8,8.0,58,Yes,25,92.31,No
ATT-202604-EMP0016,EMP0016,2026-04-01,Finance & Accounts,26,24,1,0,1,0,0,0,208,209,17.3,10.0,48,No,12,92.31,Yes
ATT-202604-EMP0017,EMP0017,2026-04-01,Production,26,23,1,2,0,0,0,3,208,202,18.7,8.0,48,No,23,88.46,Yes
ATT-202604-EMP0018,EMP0018,2026-04-01,Administration,26,24,1,0,1,0,0,4,208,200,8.1,10.0,58,No,15,92.31,Yes
